dx,dy,g1,t1,vx1,vy1,g2,t2,vx2,vy2,g3,t3,vx3,vy3,g4,t4,vx4,vy4,g5,t5,vx5,vy5,label
3.6256,0,5,0,0.0111,0,4,0.103,0.0024654,0,6,-0.0050004,0.0059686,0,2,-0.2,0.0059686,0,1,-0.104,0.015204,0,1
3.9489,0,15,0,0.071965,0,5,0,0.071965,0,14,0.096,0.071965,0,16,-0.096,0.071965,0,1,-0.096,0.071965,0,1
1.7313,0,5,0,-0.042477,0,1,0.099,-0.095147,0,10,-0.099,-0.095147,0,5,0.203,-0.021368,0,4,-0.401,-0.021368,0,3
1.5708,0,4,0,0.0089053,0,5,0.305,-0.013015,0,2,-0.305,-0.013015,0,1,-0.204,0.00011946,0,15,-0.31,-0.020804,0,1
2.8802,0,14,0,-0.20852,0,16,0,-0.20852,0,10,0.301,-0.071996,0,15,-0.101,-0.047502,0,12,-0.202,-0.025045,0,1
1.5145,0,14,0,0.031825,0,16,0,0.031825,0,9,0,0.031825,0,15,0.103,0.031825,0,2,-0.103,0.031825,0,7
2.0663,0,15,0,-0.0543,0,1,0.102,-0.60285,0,14,0.594,-0.64181,0,16,-0.797,-0.64181,0,15,0.103,-0.14696,0,3
3.5011,0,2,0,-0.0062531,0,15,0.203,-0.0015374,0,3,-0.203,-0.0015374,0,16,-0.106,-0.0015374,0,8,-0.3,-0.0015374,0,5
4.2381,0,8,0,0.048676,0,5,0.401,0.033831,0,1,-0.303,0.033831,0,15,-0.4,0.022545,0,5,-0.598,0.022545,0,1
3.149,0,5,0,0.071247,0,4,0.099,0.081535,0,2,0.0020001,0.075971,0,1,-0.101,0.075485,0,15,-0.204,0.22906,0,1
1.6343,0,9,0,0.029344,0,7,0.203,0.055995,0,8,-0.203,0.055995,0,5,-0.0069997,0.00098645,0,6,-0.299,0.00098645,0,3
3.6472,0,15,0,-0.023249,0,14,0.902,-0.030849,0,16,-0.902,-0.030849,0,15,-0.101,0.021129,0,4,-0.902,0.011845,0,1
1.6068,0,16,0,0.017856,0,5,0.202,0.066129,0,4,-0.202,0.066129,0,2,0.0010002,-0.0092788,0,7,-0.306,-0.0088003,0,3
3.1544,0,10,0,-0.11297,0,5,0.2,-0.018262,0,8,-0.1,0.0035795,0,12,0.202,0.056268,0,15,-0.706,0.035569,0,1
3.2422,0,4,0,-0.00029247,0,7,0.106,-0.0015124,0,2,-0.106,-0.0015124,0,15,-0.0030003,0.0050156,0,5,-0.11,0.0020333,0,1
1.9131,0,16,0,-0.0055,0,15,0.496,0.014126,0,14,0.311,0.014396,0,16,-1.303,0.014396,0,15,-1.005,0.14876,0,1
1.5321,0,8,0,-0.0088003,0,4,0,-0.0088003,0,5,0.099,-0.023818,0,12,-0.099,-0.023818,0,1,0.1,-0.04311,0,3
3.2424,0,7,0,-0.0015124,0,2,0,-0.0015124,0,15,0.103,0.0050156,0,5,-0.0039999,0.0020333,0,4,-0.106,0.0020333,0,1
1.8634,0,12,0,0.16554,0,5,0.397,0.063567,0,14,-0.296,0.029344,0,16,-0.498,0.029344,0,9,-0.497,0.029344,0,3
3.57,0,14,0,-0.065366,0,16,0,-0.065366,0,15,2.404,0.0023591,0,14,-2.202,-0.00093707,0,16,-2.606,-0.00093707,0,5
